ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO
712;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;7;;#SALIDA_CANCELACIONES;REPORTES.DBO.FLOTAS_PBI_ITEMS
713;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;7;PROCESOS;PROCESOS.DBO.BASE_AUXILIAR_TAMAÑO_AGRUPADO;REPORTES.DBO.FLOTAS_PBI_ITEMS
714;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;8;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.BASE_APTP;#BASE_LOADING
715;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;8;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.LOADINGS_APTP;#BASE_LOADING
716;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_CANAL_BU_PARTNER;#AUX_PARTENER
717;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;10;;#AUX_PARTENER;#AUX_PARTNER
718;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;11;;#AUX_PARTENER;#AUX_PARTENER
719;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;11;;#AUX_PARTNER;#AUX_PARTENER
720;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;12;;#AUX_PARTENER;#AUX_PARTER_UNICO
721;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;13;;#AUX_PARTER_UNICO;REPORTES.DBO.AUX_PARTER_UNICO
722;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;14;;#AUXILIAR_STROS_2;REPORTES.DBO.AUXILIAR_STROS_2
723;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;15;;#BASE_LOADING;REPORTES.DBO.BASE_LOADING
724;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;16;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#AUX_FECHAS
725;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;17;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#BASE_MOTOR_APTP_0
726;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;17;REPORTES;REPORTES.DBO.FLOTAS_PBI_ITEMS;#BASE_MOTOR_APTP_0
727;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;17;REPORTES;REPORTES.DBO.AUXILIAR_STROS_2;#BASE_MOTOR_APTP_0
728;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;17;REPORTES;REPORTES.DBO.AUX_PARTER_UNICO;#BASE_MOTOR_APTP_0
729;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;17;REPORTES;REPORTES.DBO.BASE_LOADING;#BASE_MOTOR_APTP_0
730;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;17;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES;#BASE_MOTOR_APTP_0
731;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;18;;#BASE_MOTOR_APTP_0;#BASE_MOTOR_APTP
732;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;18;;#BASE_MOTOR_APTP;REPORTES.DBO.BASE_MOTOR_APTP_SALIDA_INTERMEDIA
733;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;19;;#BASE_MOTOR_APTP;#BASE_MOTOR_APTP_2
734;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;19;TRANSACCIONAL;TRANSACCIONAL.DBO.TBACSMAE;#BASE_MOTOR_APTP_2
735;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;19;TRANSACCIONAL;TRANSACCIONAL.DBO.PLANES_TECNICOS_SXKM_CPRO;#BASE_MOTOR_APTP_2
736;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;20;;#BASE_MOTOR_APTP_2;#AUX_2
737;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;21;TRANSACCIONAL;TRANSACCIONAL.DBO.ATRIBUTOS2;#AUX_INSPECCIONES
738;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;22;;#AUX_2;#AUX_3_SALIDA
739;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;22;;#AUX_INSPECCIONES;#AUX_3_SALIDA
740;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;23;;#AUX_3_SALIDA;#AUX_3_SALIDA_2
741;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;24;TRANSACCIONAL;TRANSACCIONAL.DBO.ATRIBUTOS2;#AUX_CHANNEL
742;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;25;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.POLIZA_CANAL_BU;#GRUPO_CANAL
743;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;26;;#AUX_3_SALIDA_2;#GRUPO_CANAL_2
744;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;26;;#GRUPO_CANAL;#GRUPO_CANAL_2
745;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;26;;#AUX_CHANNEL;#GRUPO_CANAL_2
746;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;27;;#GRUPO_CANAL_2;#GRUPO_CANAL_3
747;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;28;;#GRUPO_CANAL_3;#AUX
748;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;29;;#AUX;#AUX_22
749;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;29;;#GRUPO_CANAL_3;#AUX_22
750;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;30;;#AUX_22;#AUX_SALIDA_INSPECCION
751;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;30;;#AUX_INSPECCIONES;#AUX_SALIDA_INSPECCION
752;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;31;;#AUX_SALIDA_INSPECCION;REPORTES.DBO.BASE_MOTOR_APTP
