ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO;
956;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;35;;#TABLA_SCOREO;#TABLA_0;
957;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;36;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_BASE;
958;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;37;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_ANTIG_CL_ASE_RUT_CHANNEL;
959;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;38;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_ANTVEH_CALC;
960;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;39;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CHANNEL_TO_EMB_2024;
961;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;40;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_COMUNA_ASE;
962;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;41;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_EDAD_ASE;
963;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;42;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_GSE;
964;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;43;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_DEDUCIBLE;
965;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;44;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_SINI_TOT_0_36;
966;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;45;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_RF_TOP100_2024;
967;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;46;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_SEXO;
968;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;47;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TALLER;
969;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;48;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TASACION;
970;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;49;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPPLAN;
971;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;50;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPO_VIGENCIA;
972;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;51;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_TIPO_VEH;
973;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;52;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_IND_POLIZA_TELEMATICA;
974;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;53;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_EDAD_X_SEXO;
975;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;54;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_REGION_X_MARCA;
976;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;55;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_EDAD_X_TIPO_VEH;
977;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;56;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_TASACION_X_ANTVEH;
978;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;57;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_SEXO_X_TIPO_VEH;
979;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;58;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_TIPO_VEH_X_GSE;
980;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;59;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_INTER_MARCA_X_ANTVEH;
981;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;60;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_PERIOD;
982;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;61;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CALIB_SALIDA_AKUR8;
983;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;62;REPORTES;REPORTES.DBO.MODELO_RIESGO_MP_2024_FINAL_FLOATS;#AUX_CALIB_2024Q4;
984;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#TABLA_0;#TABLA_1;
985;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_BASE;#TABLA_1;
986;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_CALIB_SALIDA_AKUR8;#TABLA_1;
987;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_CALIB_2024Q4;#TABLA_1;
988;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_ANTIG_CL_ASE_RUT_CHANNEL;#TABLA_1;
989;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_ANTVEH_CALC;#TABLA_1;
990;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_CHANNEL_TO_EMB_2024;#TABLA_1;
991;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_COMUNA_ASE;#TABLA_1;
992;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_EDAD_ASE;#TABLA_1;
993;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_GSE;#TABLA_1;
994;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_DEDUCIBLE;#TABLA_1;
995;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_SINI_TOT_0_36;#TABLA_1;
996;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_RF_TOP100_2024;#TABLA_1;
997;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_SEXO;#TABLA_1;
998;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_TALLER;#TABLA_1;
999;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_TASACION;#TABLA_1;
1000;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_TIPPLAN;#TABLA_1;
1001;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_TIPO_VIGENCIA;#TABLA_1;
1002;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_TIPO_VEH;#TABLA_1;
1003;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_CANDIDATO_EXTRANJERO;#TABLA_1;
1004;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_IND_POLIZA_TELEMATICA;#TABLA_1;
1005;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_PERIOD;#TABLA_1;
1006;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_INTER_EDAD_X_SEXO;#TABLA_1;
1007;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_INTER_REGION_X_MARCA;#TABLA_1;
1008;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_INTER_EDAD_X_TIPO_VEH;#TABLA_1;
1009;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_INTER_TASACION_X_ANTVEH;#TABLA_1;
1010;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_INTER_SEXO_X_TIPO_VEH;#TABLA_1;
1011;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_INTER_TIPO_VEH_X_GSE;#TABLA_1;
1012;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;63;;#AUX_INTER_MARCA_X_ANTVEH;#TABLA_1;
1013;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;64;;#TABLA_1;#TABLA_2;
1014;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;65;;#TABLA_2;#TABLA_3;
1015;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;65;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.LOADINGS_PLAN_2024;#TABLA_3;
1016;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;66;;#TABLA_3;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO_V0;
1017;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_FALABELLA;67;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO_V0;ALMACEN_DE_DATOS.DBO.APTP_COTIZADO;
1018;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;1;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_RATING_FACTORS;#EMISIONES;
1019;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;2;;#EMISIONES;#EMISIONES;
1020;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;2;TRANSACCIONAL;TRANSACCIONAL.DBO.TABLERO_MOTOR;#EMISIONES;
1021;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;3;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.BITACORA_FALABELLA;#TABLA_COTIZACIONES_FALABELLA_0;
1022;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.COTIZACION;#COTISPOL;
1023;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.CORREDOR;#COTISPOL;
1024;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.COTIZACIONRIESGO;#COTISPOL;
1025;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.VEHICULO;#COTISPOL;
1026;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MARCA;#COTISPOL;
1027;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MODELO;#COTISPOL;
1028;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.COTIZACIONRIESGOPERSONA;#COTISPOL;
1029;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PERSONA;#COTISPOL;
1030;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.COTIZACIONPERSONA;#COTISPOL;
1031;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PLANPAGO;#COTISPOL;
1032;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.FORMAPAGO;#COTISPOL;
1033;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PRODUCTO;#COTISPOL;
1034;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.TIPOUSO;#COTISPOL;
1035;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.DEDUCIBLE;#COTISPOL;
1036;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.POLIZA;#COTISPOL;
1037;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PLANPAGO;#COTISPOL;
1038;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.FORMAPAGO;#COTISPOL;
1039;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.POLIZARIESGO;#COTISPOL;
1040;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.VEHICULO;#COTISPOL;
1041;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MARCA;#COTISPOL;
1042;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MODELO;#COTISPOL;
1043;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PRODUCTO;#COTISPOL;
1044;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.DEDUCIBLE;#COTISPOL;
1045;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.TIPOVEHICULO;#COTISPOL;
1046;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.TIPOUSO;#COTISPOL;
1047;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.POLIZARIESGOCONTINUIDADCOBERTURA;#COTISPOL;
1048;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.COMPANIA;#COTISPOL;
1049;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.CORREDOR;#COTISPOL;
1050;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PERSONA;#COTISPOL;
1051;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.1;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.ESTADOPOLIZA;#COTISPOL;
1052;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.POLIZA;#COTISPOL;
1053;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PLANPAGO;#COTISPOL;
1054;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.FORMAPAGO;#COTISPOL;
1055;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.POLIZARIESGO;#COTISPOL;
1056;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.VEHICULO;#COTISPOL;
1057;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MARCA;#COTISPOL;
1058;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MODELO;#COTISPOL;
1059;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PRODUCTO;#COTISPOL;
1060;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.DEDUCIBLE;#COTISPOL;
1061;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.TIPOVEHICULO;#COTISPOL;
1062;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.TIPOUSO;#COTISPOL;
1063;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.CORREDOR;#COTISPOL;
1064;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.PERSONA;#COTISPOL;
1065;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;4.2;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.ESTADOPOLIZA;#COTISPOL;
1066;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;5;SOL;SOL.S1031EBB.RSASOLDB2.SUACSTMO;#DESCMARCA;
1067;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;5;SOL;SOL.S1031EBB.RSASOLDB2.SUACSMVH;#DESCMARCA;
1068;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;6;;#DESCMARCA;#DESCMODELO;
1069;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;6;SOL;SOL.S1031EBB.RSASOLDB2.SUACSMOV;#DESCMODELO;
1070;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;7;;#COTISPOL;#COTISPOL2;
1071;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;8;;#COTISPOL2;ALMACEN_DE_DATOS.DBO.SORS_PROYECTO_MS_HR_DIRECTO_PYME_ASESOR;
1072;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;8;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SORS_PROYECTO_MS_CLAS_DIRECTO_PYME_ASESOR;ALMACEN_DE_DATOS.DBO.SORS_PROYECTO_MS_HR_DIRECTO_PYME_ASESOR;
1073;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;8;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.MARCAMODELO;ALMACEN_DE_DATOS.DBO.SORS_PROYECTO_MS_HR_DIRECTO_PYME_ASESOR;
1074;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;8;;#DESCMODELO;ALMACEN_DE_DATOS.DBO.SORS_PROYECTO_MS_HR_DIRECTO_PYME_ASESOR;
1075;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;9;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SORS_PROYECTO_MS_HR_DIRECTO_PYME_ASESOR;ALMACEN_DE_DATOS.DBO.SORS_PR_COTIS_DIRECTO_PYME_ASESOR;
1076;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;10;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SORS_PR_COTIS_DIRECTO_PYME_ASESOR;#AUX_COTIZACIONES_DIRECTO_ASESOR_PYME_0;536
1077;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;11;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.BITACORA_SURA;ALMACEN_DE_DATOS.DBO.BITACORA_RIPLEY_CENCO_V4;
1078;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;11;RSACLSF041;RSACLSF041.EMISIONWEB.DBO.HOMOLOGACION_MARCAMODELO_CANAL;ALMACEN_DE_DATOS.DBO.BITACORA_RIPLEY_CENCO_V4;
1079;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;12;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.BITACORA_RIPLEY_CENCO_V4;#AUX_COTIZACIONES_RIPLEY_CENCO_0;
1080;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;13;;#TABLA_COTIZACIONES_FALABELLA_0;#TABLA_COTIZACIONES_UNIDA_0;
1081;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;13;;#AUX_COTIZACIONES_DIRECTO_ASESOR_PYME_0;#TABLA_COTIZACIONES_UNIDA_0;
1082;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;13;;#AUX_COTIZACIONES_RIPLEY_CENCO_0;#TABLA_COTIZACIONES_UNIDA_0;
1083;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;14;;#TABLA_COTIZACIONES_UNIDA_0;#TABLA_COTIZACIONES_UNIDA_0;
1084;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;15;;#TABLA_COTIZACIONES_UNIDA_0;#TABLA_COTIZACIONES_UNIDA_1;
1085;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;16;;#TABLA_COTIZACIONES_UNIDA_1;#TABLA_N_COTIZACIONES;
1086;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;17;;#TABLA_COTIZACIONES_UNIDA_1;#TABLA_N_COTIZACIONES_30DIAS;
1087;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;17;;#TABLA_COTIZACIONES_UNIDA_1;#TABLA_N_COTIZACIONES_30DIAS;
1088;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;18;;#TABLA_N_COTIZACIONES_30DIAS;#TABLA_N_COTIZACIONES_30DIAS_GROUPED;
1089;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;19;;#TABLA_COTIZACIONES_UNIDA_1;#TABLA_N_COTIZACIONES_60DIAS;
1090;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;19;;#TABLA_COTIZACIONES_UNIDA_1;#TABLA_N_COTIZACIONES_60DIAS;
1091;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.COTIZACIONES_CANALES;20;;#TABLA_N_COTIZACIONES_60DIAS;#TABLA_N_COTIZACIONES_60DIAS_GROUPED;
